[2024-05-04 16:03:59.463] [error] NOTE: Picked up JDK_JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-05-04 16:03:59.469] [error] Picked up JAVA_TOOL_OPTIONS: -XX:+DisableAttachMechanism
[2024-05-04 16:03:59.469] [error] Picked up _JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-05-04 16:03:59.740] [info]  [16:03:59] [Genesis/main
[2024-05-04 16:04:07.047] [info]  [16:04:07] [Genesis/main/INFO] Adding pre-launch library to game classpath: .\.ichor\ichormodule-libs\net_fabricmc_fabric_loader_0_15_9-lunar-0.1.0.jar
[2024-05-04 16:04:07.129] [info]  [16:04:07] [Genesis/GameBootstrap/main/INFO] Launching Minecraft 1.20.1 v1_20_1 (parsed from 1.20.1)
[2024-05-04 16:04:49.105] [info]  [16:04:49] [Genesis/GameBootstrap/main/INFO] Config hash: b4fdde93  File hash: abc03cb1
[2024-05-04 16:04:49.106] [info]  [16:04:49] [Genesis/Baker/main/INFO] Missing class cache: .\cache\b4fdde93\abc03cb1\bake.cache
[2024-05-04 16:04:49.107] [info]  [16:04:49] [Genesis/Baker/main/INFO] Baking classes...
[2024-05-04 16:04:49.107] [info]  LUNARCLIENT_STATUS_BUILD_CACHE
[2024-05-04 16:04:49.127] [info]  [16:04:49] [IchorPipeline/main/INFO] Loading Mixin runtime for META_MIXIN
[2024-05-04 16:04:49.421] [info]  [16:04:49] [IchorPipeline/main/INFO] Built mapping set for com.moonsworth.lunar.ichor.HICIIRCHCCHRCOICOCOICOCIC.OOICCOCOCRHCOCIORIHHIHHHH.ORHCCRICHHRCHCHIRCIIICCRR.OIRHOIHIIICHRIICOCOOIHHIH 283ms on thread main
[2024-05-04 16:04:51.242] [info]  [16:04:51] [Ichor/mixin(META_MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-05-04 16:04:52.092] [info]  [16:04:52] [IchorPipeline/main/INFO] Loading Mixin runtime for MIXIN
[2024-05-04 16:04:53.201] [info]  [16:04:53] [Ichor/mixin(MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-05-04 16:04:53.767] [info]  [16:04:53] [IchorPipeline/main/INFO] Done loading Mixin runtimes in 4641ms
[2024-05-04 16:04:53.767] [info]  [16:04:53] [IchorPipeline/main/INFO] Setting up mixins for META_MIXIN
[2024-05-04 16:04:53.875] [info]  [16:04:53] [IchorPipeline/main/INFO] Setting up mixins for MIXIN
[2024-05-04 16:04:53.877] [info]  [16:04:53] [Ichor/main/INFO] Mixin config mixins.modern.json doesn't exist in IchorClassLoader(MIXIN)
[2024-05-04 16:04:53.877] [info]  [16:04:53] [Ichor/main/INFO] Mixin config mixins.modern_lunar.json doesn't exist in IchorClassLoader(MIXIN)
[2024-05-04 16:04:54.108] [info]  [16:04:54] [IchorPipeline/main/INFO] Done registering Mixins in 342ms
[2024-05-04 16:04:54.109] [info]  [16:04:54] [IchorPipeline/main/INFO] Going to default mixins stage for META_MIXIN
[2024-05-04 16:04:55.267] [info]  [16:04:55] [IchorPipeline/main/INFO] Going to default mixins stage for MIXIN
[2024-05-04 16:04:55.282] [info]  [16:04:55] [Ichor/MixinExtras|Service(META_MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-05-04 16:04:56.925] [info]  [16:04:56] [main/INFO]: Loaded configuration file for Lithium: 115 options available, 1 override(s) found
[2024-05-04 16:04:56.955] [info]  [16:04:56] [main/INFO]: Loaded configuration file for Sodium: 42 options available, 3 override(s) found
[2024-05-04 16:05:02.290] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).
[2024-05-04 16:05:02.290] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/render/ChunkVisibility (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).)
[2024-05-04 16:05:02.291] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).
[2024-05-04 16:05:02.291] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Error loading class: shadersmod/client/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).)
[2024-05-04 16:05:02.291] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).
[2024-05-04 16:05:02.291] [info]  [16:05:02] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/shaders/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).)
[2024-05-04 16:05:04.118] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'alloc.blockstate.StateMixin' as rule 'mixin.alloc.blockstate' (added by mods [ferritecore]) disables it and children
[2024-05-04 16:05:04.604] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.entity.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.606] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.entity.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.606] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.608] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.610] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.627] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.628] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-05-04 16:05:04.629] [info]  [16:05:04] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-05-04 16:05:05.000] [info]  [16:05:04] [IchorPipeline/main/INFO] Mixin runtimes prepared in 10891ms
[2024-05-04 16:05:05.001] [info]  [16:05:04] [IchorPipeline/main/INFO] Initialized Mixin in 15876ms
[2024-05-04 16:05:05.258] [info]  [16:05:05] [Genesis/Baker/main/INFO] Found 18022 classes to bake.
[2024-05-04 16:05:05.266] [info]  LUNARCLIENT_STATUS_PREINIT
[2024-05-04 16:05:05.267] [info]  [16:05:05] [Genesis/GameBootstrap/main/INFO] Starting game!
[2024-05-04 16:05:05.278] [info]  [16:05:05] [Ichor/MixinExtras|Service(MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-05-04 16:05:07.862] [info]  [Bridge] Setting Bridge Implementation to com.moonsworth.lunar.CICRCHOOIRCHHORHROIOIHOOI.OCRHIIHRIOIIHHRCOOIHHOCCH
[2024-05-04 16:05:08.825] [info]  [16:05:08] [Ichor/mixin(MIXIN)/WARN] Method overwrite conflict for bridge$isFancyGraphics in mixins.modern_bridge_combined.json:IHRIIOCRHROHRHOIRRRROHIII.OOCIIHCHRCHRROHIHIOICRHCR.HICIIRCHCCHRCOICOCOICOCIC from mod (unknown), previously written by com.moonsworth.lunar.CICRCHOOIRCHHORHROIOIHOOI.HICIIRCHCCHRCOICOCOICOCIC.IHRIIOCRHROHRHOIRRRROHIII.OOCIIHCHRCHRROHIHIOICRHCR.OCRHIIHRIOIIHHRCOOIHHOCCH. Skipping method.
[2024-05-04 16:05:08.826] [info]  [16:05:08] [Ichor/mixin(MIXIN)/WARN] Method overwrite conflict for bridge$setFrameRateLimit in mixins.modern_bridge_combined.json:IHRIIOCRHROHRHOIRRRROHIII.OOCIIHCHRCHRROHIHIOICRHCR.HICIIRCHCCHRCOICOCOICOCIC from mod (unknown), previously written by com.moonsworth.lunar.CICRCHOOIRCHHORHROIOIHOOI.HICIIRCHCCHRCOICOCOICOCIC.IHRIIOCRHROHRHOIRRRROHIII.OOCIIHCHRCHRROHIHIOICRHCR.OCRHIIHRIOIIHHRCOOIHHOCCH. Skipping method.
[2024-05-04 16:05:12.452] [info]  [Bridge] Found textures dir: C:\Users\Asus\.lunarclient\textures
[2024-05-04 16:05:12.465] [info]  Completely ignored arguments: [--workingDirectory, ., --webosrDir, C:\Users\Asus\.lunarclient\offline\multiver\natives, --classpathDir, ., --ichorExternalFiles, Fabric-API-v1_20_1-0.90.7.jar,ReplayMod-v1_20_1-2.6.14.jar,FerriteCore-v1_20_1-6.0.0.jar,Lithium-v1_20_1-0.11.2.jar,Noxesium-v1_20_1-1.0.3.jar,Noxesium_API-v1_20_1-1.0.3.jar,Sodium-v1_20_1-0.5.8.jar,Indium-v1_20_1-1.0.30.jar,Iris-v1_20_1-1.6.17.jar, --ichorClassPath, common-0.1.0-SNAPSHOT-all.jar,lunar-fabric-mixins-0.1.0-SNAPSHOT-all.jar,genesis-0.1.0-SNAPSHOT-all.jar,lunar-lang.jar,lunar-emote.jar,lunar.jar,modern-0.1.0-SNAPSHOT-all.jar,lunar-replaymod-mixins-0.1.0-SNAPSHOT-all.jar,lunar-ferrite-mixins-0.1.0-SNAPSHOT-all.jar,lunar-lithium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-noxesium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-sodium-mixins-0.1.0-SNAPSHOT-all.jar, --uiDir, C:\Users\Asus\.lunarclient\ui]
[2024-05-04 16:05:14.621] [info]  [16:05:14] [Genesis/Baker/pool-2-thread-1/INFO] Baked 26587 classes in 25513ms.
[2024-05-04 16:05:17.263] [info]  [16:05:17] [Datafixer Bootstrap/INFO]: 188 Datafixer optimizations took 141 milliseconds
[2024-05-04 16:05:18.394] [info]  [16:05:18] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[2024-05-04 16:05:18.855] [info]  [16:05:18] [Render thread/ERROR]: Failed to verify authentication
[2024-05-04 16:05:18.856] [info]  com.mojang.authlib.exceptions.InvalidCredentialsException: Status: 401
[2024-05-04 16:05:18.856] [info]  	at Genesis/com.mojang.authlib.exceptions.MinecraftClientHttpException.toAuthenticationException(MinecraftClientHttpException.java:56) ~[?:?]
[2024-05-04 16:05:18.856] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:156) ~[?:?]
[2024-05-04 16:05:18.857] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.<init>(YggdrasilUserApiService.java:55) ~[?:?]
[2024-05-04 16:05:18.857] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService.createUserApiService(YggdrasilAuthenticationService.java:124) ~[?:?]
[2024-05-04 16:05:18.857] [info]  	at Genesis/net.minecraft.client.Minecraft.createUserApiService(SourceFile:733) [?:?]
[2024-05-04 16:05:18.857] [info]  	at Genesis/net.minecraft.client.Minecraft.<init>(SourceFile:442) [?:?]
[2024-05-04 16:05:18.858] [info]  	at Genesis/net.minecraft.client.main.Main.redirect$zbd000$impl$main$minecraft(SourceFile:656) [?:?]
[2024-05-04 16:05:18.858] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:211) [?:?]
[2024-05-04 16:05:18.858] [info]  	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
[2024-05-04 16:05:18.858] [info]  	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.859] [info]  	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.859] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.859] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-05-04 16:05:18.859] [info]  	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
[2024-05-04 16:05:18.860] [info]  	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.860] [info]  	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.860] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-05-04 16:05:18.860] [info]  	at com.moonsworth.lunar.genesis.OCRHIIHRIOIIHHRCOOIHHOCCH.OOICCOCOCRHCOCIORIHHIHHHH(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-05-04 16:05:18.861] [info]  	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-05-04 16:05:18.861] [info]  	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-05-04 16:05:18.861] [info]  Caused by: com.mojang.authlib.exceptions.MinecraftClientHttpException: Status: 401
[2024-05-04 16:05:18.862] [info]  	at Genesis/com.mojang.authlib.minecraft.client.MinecraftClient.readInputStream(MinecraftClient.java:85) ~[?:?]
[2024-05-04 16:05:18.862] [info]  	at Genesis/com.mojang.authlib.minecraft.client.MinecraftClient.get(MinecraftClient.java:48) ~[?:?]
[2024-05-04 16:05:18.862] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:129) ~[?:?]
[2024-05-04 16:05:18.862] [info]  	... 18 more
[2024-05-04 16:05:18.863] [info]  [16:05:18] [Render thread/INFO]: Setting user: Player694
[2024-05-04 16:05:18.863] [info]  [16:05:18] [IchorPipeline/Render thread/INFO] Launching main ModInitializer
[2024-05-04 16:05:18.864] [info]  [16:05:18] [IchorPipeline/Render thread/INFO] Launching Entrypoint(main) in Genesis
[2024-05-04 16:05:18.864] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.lifecycle.v0.LegacyEventInvokers
[2024-05-04 16:05:18.868] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.lookup.ApiLookupImpl
[2024-05-04 16:05:18.869] [info]  
[2024-05-04 16:05:18.869] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) me.jellysquid.mods.lithium.common.LithiumMod
[2024-05-04 16:05:18.882] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.networking.v0.OldNetworkingHooks
[2024-05-04 16:05:18.883] [info]  [16:05:18] [Ichor
[2024-05-04 16:05:18.884] [info]  /Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.loot.table.LootTablesV1Init
[2024-05-04 16:05:18.888] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.recipe.ingredient.CustomIngredientInit
[2024-05-04 16:05:18.890] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.recipe.ingredient.CustomIngredientSync
[2024-05-04 16:05:18.894] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.networking.NetworkingImpl::init()
[2024-05-04 16:05:18.894] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.lifecycle.LifecycleEventsImpl
[2024-05-04 16:05:18.896] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.interaction.InteractionEventsRouter
[2024-05-04 16:05:18.898] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.command.v1.LegacyHandler
[2024-05-04 16:05:18.899] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.registry.sync.FabricRegistryInit
[2024-05-04 16:05:18.901] [info]  [16:05:18] [IchorPipeline/Render thread/INFO] Entrypoint(main) had 11 invokes.
[2024-05-04 16:05:18.902] [info]  [16:05:18] [IchorPipeline/Render thread/INFO] Launching client ClientModInitializer
[2024-05-04 16:05:18.903] [info]  [16:05:18] [IchorPipeline/Render thread/INFO] Launching Entrypoint(client) in Genesis
[2024-05-04 16:05:18.903] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.event.lifecycle.v0.client.LegacyClientEventInvokers
[2024-05-04 16:05:18.904] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) com.noxcrew.noxesium.NoxesiumMod
[2024-05-04 16:05:18.919] [info]  [16:05:18] [Ichor/Render thread/
[2024-05-04 16:05:18.920] [info]  INFO] Found Entrypoint(client) com.replaymod.core.ReplayModBackend
[2024-05-04 16:05:18.966] [info]  [16:05:18] [Render thread/INFO]: [STDOUT]: ReplayModBackendMixin_v1_19.onInitializeClient: initializing ReplayMod
[2024-05-04 16:05:18.981] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.event.lifecycle.ClientLifecycleEventsImpl
[2024-05-04 16:05:18.983] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.registry.sync.FabricRegistryClientInit
[2024-05-04 16:05:18.984] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.container.ScreenProviderRegistryImpl::init()
[2024-05-04 16:05:18.986] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.indigo.Indigo
[2024-05-04 16:05:18.998] [info]  [16:05:18] [Render thread/INFO]: [Indigo] Different rendering plugin detected; not applying Indigo.
[2024-05-04 16:05:18.998] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.screenhandler.client.ClientNetworking
[2024-05-04 16:05:18.999] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.networking.v0.OldClientNetworkingHooks
[2024-05-04 16:05:19.000] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.rendering.v0.RenderingCallbackInvoker
[2024-05-04 16:05:19.000] [info]  [16:05:18] [Ichor/Render thread/INFO] Found Entrypoint(client) me.jellysquid.mods.sodium.client.SodiumClientMod
[2024-05-04 16:05:19.018] [info]  [16:05:19] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.recipe.ingredient.client.CustomIngredientSyncClient
[2024-05-04 16:05:19.019] [info]  [16:05:19] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.networking.client.ClientNetworkingImpl::clientInit()
[2024-05-04 16:05:19.021] [info]  [16:05:19] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.event.interaction.InteractionEventsRouterClient
[2024-05-04 16:05:19.022] [info]  [16:05:19] [Ichor/Render thread/INFO] Found Entrypoint(client) link.infra.indium.Indium
[2024-05-04 16:05:19.066] [info]  [16:05:19] [IchorPipeline/Render thread/INFO] Entrypoint(client) had 13 invokes.
[2024-05-04 16:05:19.322] [info]  [16:05:19] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 SNAPSHOT
[2024-05-04 16:05:19.711] [info]  [16:05:19] [Render thread/INFO]: OpenGL Vendor: ATI Technologies Inc.
[2024-05-04 16:05:19.712] [info]  [16:05:19] [Render thread/INFO]: OpenGL Renderer: AMD Radeon(TM) Graphics
[2024-05-04 16:05:19.712] [info]  [16:05:19] [Render thread/INFO]: OpenGL Version: 3.2.0 Core Profile Context 22.20.28.09.221101
[2024-05-04 16:05:19.773] [info]  [16:05:19] [Render thread/INFO]: [STDOUT]: LUNARCLIENT_STATUS_INIT
[2024-05-04 16:05:19.882] [info]  [16:05:19] [Render thread/INFO]: Debug functionality is disabled.
[2024-05-04 16:05:19.884] [info]  [16:05:19] [Render thread/INFO]: ARB_direct_state_access detected, enabling DSA.
[2024-05-04 16:05:19.891] [info]  [16:05:19] [Render thread/INFO]: Shaders are disabled because no valid shaderpack is selected
[2024-05-04 16:05:19.891] [info]  [16:05:19] [Render thread/INFO]: Shaders are disabled
[2024-05-04 16:05:19.920] [info]  [16:05:19] [Render thread/WARN]: Missing metadata in pack file/!   �3Teal Blue CPVP.zip
[2024-05-04 16:05:19.929] [info]  [16:05:19] [Render thread/WARN]: Missing metadata in pack file/DomaPacktwo.zip
[2024-05-04 16:05:19.933] [info]  [16:05:19] [Render thread/WARN]: Missing metadata in pack file/Gray_private_for_Verzqh.zip
[2024-05-04 16:05:20.096] [info]  [16:05:20] [Render thread/INFO]: Hardware information:
[2024-05-04 16:05:20.097] [info]  [16:05:20] [Render thread/INFO]: CPU: 16x AMD Ryzen 7 6800HS with Radeon Graphics 
[2024-05-04 16:05:20.098] [info]  [16:05:20] [Render thread/INFO]: GPU: AMD Radeon(TM) Graphics (Supports OpenGL 3.2.0 Core Profile Context 22.20.28.09.221101)
[2024-05-04 16:05:20.098] [info]  [16:05:20] [Render thread/INFO]: OS: Windows 11 (10.0)
