[2024-06-22 16:01:42.441] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:01:49.658] [info]  [16:01:49] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.87, y=59.00, z=14.99] does not have attribute null
[2024-06-22 16:01:49.750] [info]  [16:01:49] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=747.08, y=58.87, z=10.81] does not have attribute null
[2024-06-22 16:01:49.978] [info]  [16:01:49] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=770.52, y=58.50, z=14.72] does not have attribute null
[2024-06-22 16:01:50.088] [info]  [16:01:50] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=767.76, y=58.53, z=34.14] does not have attribute null
[2024-06-22 16:01:50.088] [info]  [16:01:50] [Render thread/WARN]: Entity RemotePlayer['LUITIFER168'/1100113, l='ClientLevel', x=731.47, y=59.23, z=13.85] does not have attribute null
[2024-06-22 16:01:50.152] [info]  [16:01:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.54, y=58.42, z=13.63] does not have attribute null
[2024-06-22 16:01:50.161] [info]  [16:01:50] [Render thread/INFO]: [System] [CHAT] (⚔) Teravity killed Ank1442
[2024-06-22 16:01:50.298] [info]  [16:01:50] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=758.66, y=58.08, z=33.28] does not have attribute null
[2024-06-22 16:01:50.646] [info]  [16:01:50] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.84, y=58.12, z=13.37] does not have attribute null
[2024-06-22 16:01:50.993] [info]  [16:01:50] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=790.77, y=58.00, z=17.89] does not have attribute null
[2024-06-22 16:01:51.148] [info]  [16:01:51] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=767.95, y=58.00, z=14.99] does not have attribute null
[2024-06-22 16:01:51.553] [info]  [16:01:51] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=756.35, y=58.00, z=-22.97] does not have attribute null
[2024-06-22 16:01:51.645] [info]  [16:01:51] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=769.96, y=58.88, z=27.03] does not have attribute null
[2024-06-22 16:01:51.654] [info]  [16:01:51] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=767.66, y=58.50, z=17.70] does not have attribute null
[2024-06-22 16:01:52.088] [info]  [16:01:52] [Render thread/INFO]: [System] [CHAT]  Teravity: man lost
[2024-06-22 16:01:52.152] [info]  [16:01:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=768.50, y=59.02, z=16.93] does not have attribute null
[2024-06-22 16:01:52.645] [info]  [16:01:52] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=769.64, y=59.25, z=14.49] does not have attribute null
[2024-06-22 16:01:52.682] [info]  [16:01:52] [Render thread/WARN]: Entity RemotePlayer['Ra1zennnn'/1029296, l='ClientLevel', x=790.77, y=58.00, z=17.89] does not have attribute null
[2024-06-22 16:01:53.143] [info]  [16:01:53] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=767.42, y=58.32, z=13.58] does not have attribute null
[2024-06-22 16:01:53.345] [info]  [16:01:53] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=785.21, y=58.00, z=6.69] does not have attribute null
[2024-06-22 16:01:53.345] [info]  [16:01:53] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=785.21, y=58.00, z=6.69] does not have attribute null
[2024-06-22 16:01:53.941] [info]  [16:01:53] [Render thread/INFO]: [System] [CHAT]  CpvpShadow: ok
[2024-06-22 16:01:53.941] [info]  [16:01:53] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=765.55, y=59.05, z=28.58] does not have attribute null
[2024-06-22 16:01:54.023] [info]  [16:01:54] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=766.36, y=58.51, z=26.77] does not have attribute null
[2024-06-22 16:01:54.245] [info]  [16:01:54] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=731.13, y=58.67, z=19.88] does not have attribute null
[2024-06-22 16:01:54.491] [info]  [16:01:54] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=767.49, y=59.04, z=33.44] does not have attribute null
[2024-06-22 16:01:54.790] [info]  [16:01:54] [Render thread/WARN]: Entity RemotePlayer['trexil'/1085662, l='ClientLevel', x=715.41, y=58.00, z=17.23] does not have attribute null
[2024-06-22 16:01:55.093] [info]  [16:01:55] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=728.70, y=58.00, z=20.41] does not have attribute null
[2024-06-22 16:01:55.543] [info]  [16:01:55] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=760.38, y=58.00, z=8.67] does not have attribute null
[2024-06-22 16:01:56.156] [info]  [16:01:56] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=743.37, y=70.99, z=-12.73] does not have attribute null
[2024-06-22 16:01:56.349] [info]  [16:01:56] [Render thread/WARN]: Entity RemotePlayer['CpvpShadow'/1092852, l='ClientLevel', x=725.44, y=58.00, z=20.74] does not have attribute null
[2024-06-22 16:01:56.661] [info]  [16:01:56] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=759.41, y=59.00, z=3.65] does not have attribute null
[2024-06-22 16:01:56.944] [info]  [16:01:56] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=712.76, y=58.00, z=15.53] does not have attribute null
[2024-06-22 16:01:56.945] [info]  [16:01:56] [Render thread/WARN]: Entity RemotePlayer['KyotoLol'/1096249, l='ClientLevel', x=712.78, y=58.00, z=15.53] does not have attribute null
[2024-06-22 16:01:56.999] [info]  [16:01:56] [Render thread/WARN]: Entity RemotePlayer['SazokiXXxXX46'/1052170, l='ClientLevel', x=727.49, y=58.04, z=2.47] does not have attribute null
[2024-06-22 16:01:57.063] [info]  [16:01:57] [Render thread/WARN]: Entity RemotePlayer['SastrajaChhea'/1093273, l='ClientLevel', x=764.91, y=58.86, z=33.93] does not have attribute null
[2024-06-22 16:01:57.090] [info]  [16:01:57] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=740.96, y=58.00, z=17.67] does not have attribute null
[2024-06-22 16:01:57.394] [info]  [16:01:57] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=754.59, y=59.06, z=-28.41] does not have attribute null
[2024-06-22 16:01:57.652] [info]  [16:01:57] [Render thread/INFO]: [System] [CHAT]  _TalkWithDead_: dekh kya raha hai'
[2024-06-22 16:01:57.652] [info]  [16:01:57] [Render thread/WARN]: Entity RemotePlayer['trexil'/1085662, l='ClientLevel', x=718.98, y=58.00, z=20.13] does not have attribute null
[2024-06-22 16:01:58.048] [info]  [16:01:58] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=755.27, y=58.70, z=-30.30] does not have attribute null
[2024-06-22 16:01:58.204] [info]  [16:01:58] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=755.86, y=58.00, z=1.61] does not have attribute null
[2024-06-22 16:01:58.249] [info]  [16:01:58] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=755.75, y=58.00, z=1.61] does not have attribute null
[2024-06-22 16:01:58.250] [info]  [16:01:58] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=755.75, y=58.00, z=1.61] does not have attribute null
[2024-06-22 16:01:58.405] [info]  [16:01:58] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=712.76, y=58.00, z=15.53] does not have attribute null
[2024-06-22 16:01:58.692] [info]  [16:01:58] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=754.82, y=58.00, z=1.57] does not have attribute null
[2024-06-22 16:01:59.201] [info]  [16:01:59] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=754.82, y=58.00, z=1.57] does not have attribute null
[2024-06-22 16:01:59.505] [info]  [16:01:59] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=754.82, y=58.00, z=1.57] does not have attribute null
[2024-06-22 16:02:00.430] [info]  [16:02:00] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=728.29, y=59.00, z=14.19] does not have attribute null
[2024-06-22 16:02:00.513] [info]  [16:02:00] [Render thread/WARN]: Entity LocalPlayer['MengHong001'/1058009, l='ClientLevel', x=738.50, y=76.00, z=-18.50] does not have attribute null
[2024-06-22 16:02:00.659] [info]  [16:02:00] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=754.89, y=58.60, z=-28.51] does not have attribute null
[2024-06-22 16:02:00.936] [info]  [16:02:00] [Render thread/INFO]: [System] [CHAT] (⚔) Glitcherz killed Not_Decay4
[2024-06-22 16:02:01.238] [info]  [16:02:01] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=760.50, y=58.25, z=23.50] does not have attribute null
[2024-06-22 16:02:01.239] [info]  [16:02:01] [Render thread/WARN]: Entity RemotePlayer['domcaninvisble3'/697276, l='ClientLevel', x=729.38, y=58.01, z=16.59] does not have attribute null
[2024-06-22 16:02:01.449] [info]  [16:02:01] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=742.26, y=58.14, z=19.44] does not have attribute null
[2024-06-22 16:02:01.615] [info]  [16:02:01] [Render thread/WARN]: Entity RemotePlayer['SummerFrog'/1095886, l='ClientLevel', x=712.76, y=58.00, z=15.53] does not have attribute null
[2024-06-22 16:02:01.698] [info]  [16:02:01] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=756.10, y=58.00, z=-32.01] does not have attribute null
[2024-06-22 16:02:02.257] [info]  [16:02:02] [Render thread/WARN]: Entity RemotePlayer['Goripe'/1003867, l='ClientLevel', x=740.99, y=58.20, z=17.91] does not have attribute null
[2024-06-22 16:02:02.339] [info]  [16:02:02] [Render thread/WARN]: Entity RemotePlayer['FromDrakeNeo'/1065582, l='ClientLevel', x=757.35, y=58.52, z=-31.94] does not have attribute null
[2024-06-22 16:02:02.688] [info]  [16:02:02] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=759.30, y=58.00, z=22.65] does not have attribute null
[2024-06-22 16:02:03.059] [info]  [16:02:03] [Render thread/INFO]: [System] [CHAT] (☠) Richiemantep was blowed up by a Minecart with TNT.
[2024-06-22 16:02:03.452] [info]  [16:02:03] [Render thread/WARN]: Entity RemotePlayer['_GodHaru'/1087212, l='ClientLevel', x=739.50, y=76.93, z=-22.17] does not have attribute null
[2024-06-22 16:02:03.598] [info]  [16:02:03] [Render thread/WARN]: Entity RemotePlayer['KendricKai'/1040059, l='ClientLevel', x=757.58, y=58.98, z=-32.84] does not have attribute null
[2024-06-22 16:02:04.148] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=757.20, y=59.25, z=21.25] does not have attribute null
[2024-06-22 16:02:04.157] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['CpvpShadow'/1092852, l='ClientLevel', x=731.62, y=58.00, z=22.10] does not have attribute null
[2024-06-22 16:02:04.203] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=738.69, y=58.78, z=17.34] does not have attribute null
[2024-06-22 16:02:04.423] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['Bowjustkid'/1070564, l='ClientLevel', x=754.74, y=58.50, z=19.66] does not have attribute null
[2024-06-22 16:02:04.424] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['_MaGod'/1076091, l='ClientLevel', x=755.79, y=59.04, z=20.35] does not have attribute null
[2024-06-22 16:02:04.506] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['Windxq'/1089952, l='ClientLevel', x=726.86, y=58.00, z=13.67] does not have attribute null
[2024-06-22 16:02:04.762] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['Intsb'/1084022, l='ClientLevel', x=737.42, y=58.35, z=16.75] does not have attribute null
[2024-06-22 16:02:04.854] [info]  [16:02:04] [Render thread/WARN]: Entity RemotePlayer['ichikawa01'/1029496, l='ClientLevel', x=756.79, y=58.00, z=20.91] does not have attribute null
[2024-06-22 16:02:04.900] [info]  [16:02:04] [Render thread/INFO]: [System] [CHAT] (⚔) personalgoat720 killed vnhed1
[2024-06-22 16:02:05.092] [info]  [16:02:05] [Render thread/WARN]: Entity RemotePlayer['Keshiez'/1102708, l='ClientLevel', x=711.50, y=58.00, z=15.42] does not have attribute null
[2024-06-22 16:02:05.414] [info]  [16:02:05] [Render thread/WARN]: Entity RemotePlayer['glory590pro'/1103319, l='ClientLevel', x=714.79, y=58.00, z=13.88] does not have attribute null
[2024-06-22 16:02:05.442] [info]  [16:02:05] [Render thread/WARN]: Entity RemotePlayer['glory590pro'/1103319, l='ClientLevel', x=714.79, y=58.00, z=13.88] does not have attribute null
[2024-06-22 16:02:06.447] [info]  [16:02:06] [Render thread/INFO]: [System] [CHAT] (☠) kazurimeomeoz was blowed up by a Minecart with TNT.
[2024-06-22 16:02:06.943] [info]  [16:02:06] [Render thread/ERROR]: Error executing task on Client
[2024-06-22 16:02:06.944] [info]  java.lang.IllegalStateException: Player is either on another team or not on any team. Cannot remove from team 'pd-ghosts'.
[2024-06-22 16:02:06.944] [info]  	at Genesis/net.minecraft.world.scores.Scoreboard.removePlayerFromTeam(SourceFile:228) ~[?:?]
[2024-06-22 16:02:06.944] [info]  	at Genesis/net.minecraft.client.multiplayer.ClientPacketListener.handleSetPlayerTeamPacket(SourceFile:2325) ~[?:?]
[2024-06-22 16:02:06.944] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:129) ~[?:?]
[2024-06-22 16:02:06.944] [info]  	at Genesis/net.minecraft.network.protocol.game.ClientboundSetPlayerTeamPacket.handle(SourceFile:14) ~[?:?]
[2024-06-22 16:02:06.945] [info]  	at Genesis/net.minecraft.network.protocol.PacketUtils.lambda$ensureRunningOnSameThread$0(SourceFile:22) ~[?:?]
[2024-06-22 16:02:06.945] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.doRunTask(SourceFile:156) [?:?]
[2024-06-22 16:02:06.945] [info]  	at Genesis/net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(SourceFile:23) [?:?]
[2024-06-22 16:02:06.945] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.pollTask(SourceFile:130) [?:?]
[2024-06-22 16:02:06.945] [info]  	at Genesis/net.minecraft.util.thread.BlockableEventLoop.runAllTasks(SourceFile:115) [?:?]
[2024-06-22 16:02:06.946] [info]  	at Genesis/net.minecraft.client.Minecraft.runTick(SourceFile:1175) [?:?]
[2024-06-22 16:02:06.946] [info]  	at Genesis/net.minecraft.client.Minecraft.run(SourceFile:802) [?:?]
[2024-06-22 16:02:06.946] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:250) [?:?]
[2024-06-22 16:02:06.946] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:06.946] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-22 16:02:06.946] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
