[2024-06-21 17:49:44.563] [error] NOTE: Picked up JDK_JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:49:44.567] [error] Picked up JAVA_TOOL_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:49:44.567] [error] Picked up _JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:49:44.771] [info]  [17:49:44] [Genesis/main/
[2024-06-21 17:49:45.658] [info]  [17:49:45] [Genesis/GameBootstrap/main/INFO] Launching Minecraft 1.20.1 v1_20_1 (parsed from 1.20.1)
[2024-06-21 17:49:46.469] [info]  [17:49:46] [Ichor+Fabric/main/INFO] Using custom local mod path: C:\Users\Asus\.lunarclient\profiles\35533a66-fbe4-4c9e-b96c-b47d7554e254\versions\0.0.4\mods
[2024-06-21 17:49:47.260] [info]  LUNARCLIENT_STATUS_PREINIT
[2024-06-21 17:49:47.260] [info]  [17:49:47] [
[2024-06-21 17:49:47.260] [info]  Genesis/GameBootstrap/main/INFO] Starting game!
[2024-06-21 17:49:47.691] [info]  [17:49:47] [IchorPipeline/main/INFO] Built mapping set for com.moonsworth.lunar.ichor.CRCIRCHCIOCCIHRCHCHOHICRI.RHOCIORRHROCOHOOCRHHRRHCI.IHCRIIIICOROROOCCIHHHHCRI.RHCRCHHICCCIIHIIIHIIRROOO 320ms on thread main
[2024-06-21 17:49:47.985] [info]  [17:49:47] [IchorPipeline/main/INFO] Loading Mixin runtime for META_MIXIN
[2024-06-21 17:49:48.201] [info]  [17:49:48] [Ichor/mixin(META_MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-06-21 17:49:48.718] [info]  [17:49:48] [IchorPipeline/main/INFO
[2024-06-21 17:49:48.720] [info]  ] Loading Mixin runtime for MIXIN
[2024-06-21 17:49:49.328] [info]  [17:49:49] [Ichor/mixin(MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-06-21 17:49:49.835] [info]  [17:49:49] [IchorPipeline/main/INFO] Done loading Mixin runtimes in 1850ms
[2024-06-21 17:49:49.836] [info]  [17:49:49] [IchorPipeline/main/INFO] Setting up mixins for META_MIXIN
[2024-06-21 17:49:49.946] [info]  [17:49:49] [IchorPipeline/main/INFO] Setting up mixins for MIXIN
[2024-06-21 17:49:49.947] [info]  [17:49:49] [Ichor/main
[2024-06-21 17:49:49.948] [info]  /INFO] Mixin config mixins.modern.json doesn't exist in IchorClassLoader(MIXIN)
[2024-06-21 17:49:49.948] [info]  [17:49:49] [Ichor/main/INFO] Mixin config mixins.modern_lunar.json doesn't exist in IchorClassLoader(MIXIN)
[2024-06-21 17:49:50.208] [info]  [17:49:50] [IchorPipeline/main/INFO] Done registering Mixins in 373ms
[2024-06-21 17:49:50.209] [info]  [17:49:50] [IchorPipeline/main/INFO] Going to default mixins stage for META_MIXIN
[2024-06-21 17:49:51.024] [info]  [17:49:51] [IchorPipeline/main/INFO] Going to default mixins stage for MIXIN
[2024-06-21 17:49:51.039] [info]  [17:49:51] [Ichor/MixinExtras|Service(META_MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-06-21 17:49:52.550] [info]  [17:49:52] [main/INFO]: Loaded configuration file for Lithium: 115 options available, 1 override(s) found
[2024-06-21 17:49:52.583] [info]  [17:49:52] [main/INFO]: Loaded configuration file for Sodium: 42 options available, 3 override(s) found
[2024-06-21 17:49:57.647] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).
[2024-06-21 17:49:57.648] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/render/ChunkVisibility (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).)
[2024-06-21 17:49:57.648] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).
[2024-06-21 17:49:57.649] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Error loading class: shadersmod/client/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).)
[2024-06-21 17:49:57.649] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).
[2024-06-21 17:49:57.649] [info]  [17:49:57] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/shaders/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).)
[2024-06-21 17:49:59.317] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'alloc.blockstate.StateMixin' as rule 'mixin.alloc.blockstate' (added by mods [ferritecore]) disables it and children
[2024-06-21 17:49:59.828] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.entity.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.829] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.entity.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.830] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.832] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.833] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.848] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.848] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-21 17:49:59.849] [info]  [17:49:59] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-21 17:50:00.181] [info]  [17:50:00] [IchorPipeline/main/INFO] Mixin runtimes prepared in 9973ms
[2024-06-21 17:50:00.182] [info]  [17:50:00] [IchorPipeline/main/INFO] Initialized Mixin in 12197ms
[2024-06-21 17:50:00.185] [info]  [17:50:00] [Ichor/MixinExtras|Service(MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-06-21 17:50:00.944] [info]  [Bridge] Setting Bridge Implementation to com.moonsworth.lunar.IIIICORICOICIRRHCHIIHROIC.IOCOHCCRCOHRICRRHOOICHIHO
[2024-06-21 17:50:02.308] [info]  [Bridge] Found textures dir: C:\Users\Asus\.lunarclient\textures
[2024-06-21 17:50:02.332] [info]  Completely ignored arguments: [--workingDirectory, ., --webosrDir, C:\Users\Asus\.lunarclient\offline\multiver\natives, --classpathDir, ., --ichorExternalFiles, Fabric-API-v1_20_1-0.90.7.jar,FerriteCore-v1_20_1-6.0.0.jar,Lithium-v1_20_1-0.11.2.jar,Noxesium-v1_20_1-1.0.3.jar,Noxesium_API-v1_20_1-1.0.3.jar,ReplayMod-v1_20_1-2.6.14.jar,Sodium-v1_20_1-0.5.8.jar,Indium-v1_20_1-1.0.30.jar,Iris-v1_20_1-1.6.17.jar,hypixel-quickplay-data.json,hypixel-bedwars-data.json,hypixel-skyblock-dungeon-rooms.json, --ichorClassPath, common-0.1.0-SNAPSHOT-all.jar,lunar-fabric-mixins-0.1.0-SNAPSHOT-all.jar,genesis-0.1.0-SNAPSHOT-all.jar,lunar-lang.jar,lunar-emote.jar,lunar.jar,modern-0.1.0-SNAPSHOT-all.jar,lunar-ferrite-mixins-0.1.0-SNAPSHOT-all.jar,lunar-lithium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-noxesium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-replaymod-fabric-mixins-0.1.0-SNAPSHOT-all.jar,lunar-sodium-mixins-0.1.0-SNAPSHOT-all.jar, --uiDir, C:\Users\Asus\.lunarclient\ui]
[2024-06-21 17:50:08.111] [info]  [17:50:08] [Datafixer Bootstrap/INFO]: 188 Datafixer optimizations took 112 milliseconds
[2024-06-21 17:50:10.869] [info]  [17:50:10] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[2024-06-21 17:50:11.508] [info]  [17:50:11] [Render thread/ERROR]: Failed to verify authentication
[2024-06-21 17:50:11.508] [info]  com.mojang.authlib.exceptions.InvalidCredentialsException: Status: 401
[2024-06-21 17:50:11.509] [info]  	at Genesis/com.mojang.authlib.exceptions.MinecraftClientHttpException.toAuthenticationException(MinecraftClientHttpException.java:56) ~[?:?]
[2024-06-21 17:50:11.509] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:156) ~[?:?]
[2024-06-21 17:50:11.509] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.<init>(YggdrasilUserApiService.java:55) ~[?:?]
[2024-06-21 17:50:11.509] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService.createUserApiService(YggdrasilAuthenticationService.java:124) ~[?:?]
[2024-06-21 17:50:11.510] [info]  	at Genesis/net.minecraft.client.Minecraft.createUserApiService(SourceFile:733) [?:?]
[2024-06-21 17:50:11.510] [info]  	at Genesis/net.minecraft.client.Minecraft.<init>(SourceFile:442) [?:?]
[2024-06-21 17:50:11.510] [info]  	at Genesis/net.minecraft.client.main.Main.redirect$zbd000$impl$main$minecraft(SourceFile:656) [?:?]
[2024-06-21 17:50:11.510] [info]  	at Genesis/net.minecraft.client.main.Main.main(SourceFile:211) [?:?]
[2024-06-21 17:50:11.510] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-21 17:50:11.511] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-21 17:50:11.511] [info]  	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-21 17:50:11.511] [info]  	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source) ~[?:?]
[2024-06-21 17:50:11.511] [info]  	at java.base/java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
[2024-06-21 17:50:11.511] [info]  	at com.moonsworth.lunar.genesis.IOCOHCCRCOHRICRRHOOICHIHO.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-21 17:50:11.511] [info]  	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-21 17:50:11.512] [info]  	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source) [genesis-0.1.0-SNAPSHOT-all.jar:?]
[2024-06-21 17:50:11.512] [info]  Caused by: com.mojang.authlib.exceptions.MinecraftClientHttpException: Status: 401
[2024-06-21 17:50:11.512] [info]  	at Genesis/com.mojang.authlib.minecraft.client.MinecraftClient.readInputStream(MinecraftClient.java:85) ~[?:?]
[2024-06-21 17:50:11.512] [info]  	at Genesis/com.mojang.authlib.minecraft.client.MinecraftClient.get(MinecraftClient.java:48) ~[?:?]
[2024-06-21 17:50:11.512] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:129) ~[?:?]
[2024-06-21 17:50:11.513] [info]  	... 14 more
[2024-06-21 17:50:11.513] [info]  [17:50:11] [Render thread/INFO]: Setting user: Player213
[2024-06-21 17:50:11.553] [info]  [17:50:11] [IchorPipeline/
[2024-06-21 17:50:11.554] [info]  Render thread/INFO] Launching main ModInitializer
[2024-06-21 17:50:11.554] [info]  [17:50:11] [IchorPipeline/Render thread/INFO] Launching Entrypoint(main) in Genesis
[2024-06-21 17:50:11.554] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.networking.v0.OldNetworkingHooks
[2024-06-21 17:50:11.584] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) me.jellysquid.mods.lithium.common.LithiumMod
[2024-06-21 17:50:11.603] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.recipe.ingredient.CustomIngredientInit
[2024-06-21 17:50:11.617] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.recipe.ingredient.CustomIngredientSync
[2024-06-21 17:50:11.639] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.loot.table.LootTablesV1Init
[2024-06-21 17:50:11.666] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.command.v1.LegacyHandler
[2024-06-21 17:50:11.674] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.lifecycle.LifecycleEventsImpl
[2024-06-21 17:50:11.681] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.lifecycle.v0.LegacyEventInvokers
[2024-06-21 17:50:11.691] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.lookup.ApiLookupImpl
[2024-06-21 17:50:11.696] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) com.blake_jh.nohurtcamplus.NoHurtCamPlus
[2024-06-21 17:50:11.705] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.networking.NetworkingImpl::init()
[2024-06-21 17:50:11.706] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.registry.sync.FabricRegistryInit
[2024-06-21 17:50:11.711] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(main) net.fabricmc.fabric.impl.event.interaction.InteractionEventsRouter
[2024-06-21 17:50:11.717] [info]  [17:50:11] [IchorPipeline/Render thread/INFO] Entrypoint(main) had 12 invokes.
[2024-06-21 17:50:11.718] [info]  [17:50:11] [IchorPipeline/Render thread/INFO] Launching client ClientModInitializer
[2024-06-21 17:50:11.718] [info]  [17:50:11] [IchorPipeline/Render thread/INFO] Launching Entrypoint(client) in Genesis
[2024-06-21 17:50:11.719] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.networking.v0.OldClientNetworkingHooks
[2024-06-21 17:50:11.807] [info]  [17:50:11] [Ichor/Render thread/INFO] Found Entrypoint(client) com.replaymod.core.ReplayModBackend
[2024-06-21 17:50:12.130] [info]  [17:50:12] [Render thread/INFO]: [STDOUT]: ReplayModBackendMixin_v1_19.onInitializeClient: initializing ReplayMod
[2024-06-21 17:50:12.195] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.recipe.ingredient.client.CustomIngredientSyncClient
[2024-06-21 17:50:12.221] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.screenhandler.client.ClientNetworking
[2024-06-21 17:50:12.230] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.event.lifecycle.ClientLifecycleEventsImpl
[2024-06-21 17:50:12.233] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.indigo.Indigo
[2024-06-21 17:50:12.249] [info]  [17:50:12] [Render thread/INFO]: [Indigo] Different rendering plugin detected; not applying Indigo.
[2024-06-21 17:50:12.250] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.container.ScreenProviderRegistryImpl::init()
[2024-06-21 17:50:12.255] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.networking.client.ClientNetworkingImpl::clientInit()
[2024-06-21 17:50:12.284] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) me.jellysquid.mods.sodium.client.SodiumClientMod
[2024-06-21 17:50:12.309] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.rendering.v0.RenderingCallbackInvoker
[2024-06-21 17:50:12.312] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) squeek.appleskin.AppleSkin
[2024-06-21 17:50:12.390] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) link.infra.indium.Indium
[2024-06-21 17:50:12.601] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) com.noxcrew.noxesium.NoxesiumMod
[2024-06-21 17:50:12.650] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) me.shedaniel.autoconfig.example.ExampleInits::exampleCommonInit()
[2024-06-21 17:50:12.661] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.event.lifecycle.v0.client.LegacyClientEventInvokers
[2024-06-21 17:50:12.664] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) com.terraformersmc.modmenu.ModMenu
[2024-06-21 17:50:12.736] [info]  [17:50:12] [Worker-Main-1/INFO]: Checking mod updates...
[2024-06-21 17:50:12.755] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.client.registry.sync.FabricRegistryClientInit
[2024-06-21 17:50:12.757] [info]  [17:50:12] [Ichor/Render thread/INFO] Found Entrypoint(client) net.fabricmc.fabric.impl.event.interaction.InteractionEventsRouterClient
[2024-06-21 17:50:12.759] [info]  [17:50:12] [IchorPipeline/Render thread/INFO] Entrypoint(client) had 15 invokes.
[2024-06-21 17:50:12.801] [info]  [17:50:12] [Ichor/mixin(MIXIN)/WARN] Method overwrite conflict for bridge$isFancyGraphics in mixins.modern_bridge_combined.json:HHRIIHHROCICOCHRCICRIOHRH.CCIIHHRHCCHRRHROOHIOCHOCC.CRCIRCHCIOCCIHRCHCHOHICRI from mod (unknown), previously written by com.moonsworth.lunar.IIIICORICOICIRRHCHIIHROIC.CRCIRCHCIOCCIHRCHCHOHICRI.HHRIIHHROCICOCHRCICRIOHRH.CCIIHHRHCCHRRHROOHIOCHOCC.IOCOHCCRCOHRICRRHOOICHIHO. Skipping method.
[2024-06-21 17:50:12.802] [info]  [17:50:12] [Ichor/mixin(MIXIN)/WARN] Method overwrite conflict for bridge$setFrameRateLimit in mixins.modern_bridge_combined.json:HHRIIHHROCICOCHRCICRIOHRH.CCIIHHRHCCHRRHROOHIOCHOCC.CRCIRCHCIOCCIHRCHCHOHICRI from mod (unknown), previously written by com.moonsworth.lunar.IIIICORICOICIRRHCHIIHROIC.CRCIRCHCIOCCIHRCHCHOHICRI.HHRIIHHROCICOCHRCICRIOHRH.CCIIHHRHCCHRRHROOHIOCHOCC.IOCOHCCRCOHRICRRHOOICHIHO. Skipping method.
[2024-06-21 17:50:12.940] [info]  [17:50:12] [Render thread/INFO]: [LC] Loaded File: Options
[2024-06-21 17:50:13.172] [info]  [17:50:13] [Render thread/INFO]: Backend library: LWJGL version 3.3.3-snapshot
[2024-06-21 17:50:13.733] [info]  [17:50:13] [Render thread/INFO]: OpenGL Vendor: ATI Technologies Inc.
[2024-06-21 17:50:13.734] [info]  [17:50:13] [Render thread/INFO]: OpenGL Renderer: AMD Radeon(TM) Graphics
[2024-06-21 17:50:13.735] [info]  [17:50:13] [Render thread/INFO]: OpenGL Version: 3.2.0 Core Profile Context 22.40.84.06.231130
[2024-06-21 17:50:13.800] [info]  [17:50:13] [Render thread/INFO]: [STDOUT]: LUNARCLIENT_STATUS_INIT
[2024-06-21 17:50:13.852] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'fabric-api@0.90.7+1.20.1', (-> 0.92.2+1.20.1)
[2024-06-21 17:50:13.853] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'sodium@0.5.8+mc1.20.1', (-> mc1.20.1-0.5.10)
[2024-06-21 17:50:13.853] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'iris@1.6.17', (-> 1.7.1+1.20.1)
[2024-06-21 17:50:13.854] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'replaymod@1.20.1-2.6.14', (-> 1.20.1-2.6.15)
[2024-06-21 17:50:13.854] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'ferritecore@6.0.0', (-> 6.0.1)
[2024-06-21 17:50:13.854] [info]  [17:50:13] [Worker-Main-1/INFO]: Update available for 'indium@1.0.30+mc1.20.4', (-> 1.0.32+mc1.20.1)
[2024-06-21 17:50:13.983] [info]  [17:50:13] [Render thread/INFO]: Debug functionality is disabled.
[2024-06-21 17:50:13.996] [info]  [17:50:13] [Render thread/INFO]: ARB_direct_state_access detected, enabling DSA.
[2024-06-21 17:50:14.014] [info]  [17:50:14] [Render thread/INFO]: Shaders are disabled because no valid shaderpack is selected
[2024-06-21 17:50:14.014] [info]  [17:50:14] [Render thread/INFO]: Shaders are disabled
[2024-06-21 17:50:14.086] [info]  [17:50:14] [Render thread/WARN]: Missing metadata in pack file/Cleanestpvppack.zip
[2024-06-21 17:50:14.088] [info]  [17:50:14] [Render thread/WARN]: Missing metadata in pack file/Cold.zip
