[2024-06-20 21:44:15.000] [error] NOTE: Picked up JDK_JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-20 21:44:15.005] [error] Picked up JAVA_TOOL_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-20 21:44:15.006] [error] Picked up _JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-20 21:44:15.217] [info]  [
[2024-06-20 21:44:32.122] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/shaders/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).)
[2024-06-20 21:44:32.216] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/uniforms/CommonUniforms (checked [net.coderbot.iris.uniforms.CommonUniforms]).
[2024-06-20 21:44:32.216] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/iris/uniforms/CommonUniforms (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/uniforms/CommonUniforms (checked [net.coderbot.iris.uniforms.CommonUniforms]).)
[2024-06-20 21:44:32.217] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/Iris (checked [net.coderbot.iris.Iris]).
[2024-06-20 21:44:32.217] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/iris/Iris (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/Iris (checked [net.coderbot.iris.Iris]).)
[2024-06-20 21:44:32.251] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/pipeline/HandRenderer (checked [net.coderbot.iris.pipeline.HandRenderer]).
[2024-06-20 21:44:32.252] [info]  [21:44:32] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/iris/pipeline/HandRenderer (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/pipeline/HandRenderer (checked [net.coderbot.iris.pipeline.HandRenderer]).)
[2024-06-20 21:44:34.102] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'alloc.blockstate.StateMixin' as rule 'mixin.alloc.blockstate' (added by mods [ferritecore]) disables it and children
[2024-06-20 21:44:34.373] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'world.player_chunk_tick.ThreadedAnvilChunkStorageMixin' as rule 'mixin.world.player_chunk_tick' (added by mods [krypton]) disables it and children
[2024-06-20 21:44:34.794] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.entity.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.795] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.entity.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.796] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.798] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.800] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.817] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.818] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.819] [info]  [21:44:34] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [iris]) disables it and children
[2024-06-20 21:44:34.986] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource (checked [net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource]).
[2024-06-20 21:44:34.986] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource (checked [net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource]).)
[2024-06-20 21:44:34.987] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] @Mixin target net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource was not found mixins.ichor.sodium.v1_20_1.json:CRCIRCHCIOCCIHRCHCHOHICRI from mod (unknown)
[2024-06-20 21:44:34.987] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource$UnflushableWrapper (checked [net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource$UnflushableWrapper]).
[2024-06-20 21:44:34.987] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource$UnflushableWrapper (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/batchedentityrendering/impl/FullyBufferedMultiBufferSource$UnflushableWrapper (checked [net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource$UnflushableWrapper]).)
[2024-06-20 21:44:34.987] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] @Mixin target net.coderbot.batchedentityrendering.impl.FullyBufferedMultiBufferSource$UnflushableWrapper was not found mixins.ichor.sodium.v1_20_1.json:CRCIRCHCIOCCIHRCHCHOHICRI from mod (unknown)
[2024-06-20 21:44:34.988] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/config/IrisConfig (checked [net.coderbot.iris.config.IrisConfig]).
[2024-06-20 21:44:34.988] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/iris/config/IrisConfig (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/config/IrisConfig (checked [net.coderbot.iris.config.IrisConfig]).)
[2024-06-20 21:44:34.988] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] @Mixin target net.coderbot.iris.config.IrisConfig was not found mixins.ichor.sodium.v1_20_1.json:IHCRIIIICOROROOCCIHHHHCRI from mod (unknown)
[2024-06-20 21:44:34.988] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/Iris (checked [net.coderbot.iris.Iris]).
[2024-06-20 21:44:34.988] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/coderbot/iris/Iris (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/coderbot/iris/Iris (checked [net.coderbot.iris.Iris]).)
[2024-06-20 21:44:34.989] [info]  [21:44:34] [Ichor/mixin(MIXIN)/WARN] @Mixin target net.coderbot.iris.Iris was not found mixins.ichor.sodium.v1_20_1.json:COCICHIRHCIIORIIHRCOOROHH from mod (unknown)
[2024-06-20 21:44:34.996] [info]  [21:44:34] [main/INFO]: [MemoryLeakFix] Will be applying 3 memory leak fixes!
[2024-06-20 21:44:34.997] [info]  [21:44:34] [main/INFO]: [MemoryLeakFix] Currently enabled memory leak fixes: [targetEntityLeak, biomeTemperatureLeak, hugeScreenshotLeak]
[2024-06-20 21:44:35.313] [info]  [
[2024-06-20 21:44:35.313] [info]  21:44:35] [IchorPipeline/main/INFO] Mixin runtimes prepared in 11075ms
[2024-06-20 21:44:35.313] [info]  [21:44:35] [IchorPipeline/main/INFO] Initialized Mixin in 13409ms
[2024-06-20 21:44:35.318] [info]  [21:44:35] [Ichor/MixinExtras|Service(MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-06-20 21:44:36.185] [info]  [Bridge] Setting Bridge Implementation to com.moonsworth.lunar.IIIICORICOICIRRHCHIIHROIC.IOCOHCCRCOHRICRRHOOICHIHO
[2024-06-20 21:44:37.577] [info]  [Bridge] Found textures dir: C:\Users\Asus\.lunarclient\textures
[2024-06-20 21:44:37.601] [info]  Completely ignored arguments: [--workingDirectory, ., --webosrDir, C:\Users\Asus\.lunarclient\offline\multiver\natives, --classpathDir, ., --ichorExternalFiles, Fabric-API-v1_20_1-0.90.7.jar,FerriteCore-v1_20_1-6.0.0.jar,Lithium-v1_20_1-0.11.2.jar,Noxesium-v1_20_1-1.0.3.jar,Noxesium_API-v1_20_1-1.0.3.jar,ReplayMod-v1_20_1-2.6.14.jar,Sodium-v1_20_1-0.5.8.jar,Indium-v1_20_1-1.0.30.jar,Iris-v1_20_1-1.6.17.jar,hypixel-quickplay-data.json,hypixel-bedwars-data.json,hypixel-skyblock-dungeon-rooms.json, --ichorClassPath, common-0.1.0-SNAPSHOT-all.jar,lunar-fabric-mixins-0.1.0-SNAPSHOT-all.jar,genesis-0.1.0-SNAPSHOT-all.jar,lunar-lang.jar,lunar-emote.jar,lunar.jar,modern-0.1.0-SNAPSHOT-all.jar,lunar-ferrite-mixins-0.1.0-SNAPSHOT-all.jar,lunar-lithium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-noxesium-mixins-0.1.0-SNAPSHOT-all.jar,lunar-replaymod-fabric-mixins-0.1.0-SNAPSHOT-all.jar,lunar-sodium-mixins-0.1.0-SNAPSHOT-all.jar, --uiDir, C:\Users\Asus\.lunarclient\ui]
[2024-06-20 21:44:43.744] [info]  [21:44:43] [Datafixer Bootstrap/INFO]: 188 Datafixer optimizations took 110 milliseconds
[2024-06-20 21:44:46.593] [info]  [21:44:46] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[2024-06-20 21:44:47.325] [info]  [21:44:47] [Render thread/ERROR]: Failed to verify authentication
[2024-06-20 21:44:47.325] [info]  com.mojang.authlib.exceptions.InvalidCredentialsException: Status: 401
[2024-06-20 21:44:47.326] [info]  	at Genesis/com.mojang.authlib.exceptions.MinecraftClientHttpException.toAuthenticationException(MinecraftClientHttpException.java:56) ~[?:?]
[2024-06-20 21:44:47.326] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.fetchProperties(YggdrasilUserApiService.java:156) ~[?:?]
[2024-06-20 21:44:47.326] [info]  	at Genesis/com.mojang.authlib.yggdrasil.YggdrasilUserApiService.<init>(YggdrasilUserApiService.java:55) ~[?:?]
