[2024-06-21 17:46:46.664] [error] NOTE: Picked up JDK_JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:46:46.668] [error] Picked up JAVA_TOOL_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:46:46.668] [error] Picked up _JAVA_OPTIONS: -XX:+DisableAttachMechanism
[2024-06-21 17:46:46.868] [info]  [17:46:46] [Genesis/main/
[2024-06-21 17:46:49.824] [info]  ] Built mapping set for com.moonsworth.lunar.ichor.CRCIRCHCIOCCIHRCHCHOHICRI.RHOCIORRHROCOHOOCRHHRRHCI.IHCRIIIICOROROOCCIHHHHCRI.RHCRCHHICCCIIHIIIHIIRROOO 272ms on thread main
[2024-06-21 17:46:50.134] [info]  [17:46:50] [IchorPipeline/main/INFO] Loading Mixin runtime for META_MIXIN
[2024-06-21 17:46:50.379] [info]  [17:46:50] [Ichor/mixin(META_MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-06-21 17:46:50.870] [info]  [17:46:50] [IchorPipeline/main/INFO] Loading Mixin runtime for MIXIN
[2024-06-21 17:46:51.417] [info]  [17:46:51] [Ichor/mixin(MIXIN)/INFO] SpongePowered MIXIN Subsystem Version=0.8.5 Source=Unknown Service=Ichor Env=CLIENT
[2024-06-21 17:46:51.891] [info]  [17:46:51] [IchorPipeline/main/INFO] Done loading Mixin runtimes in 1759ms
[2024-06-21 17:46:51.892] [info]  [17:46:51] [IchorPipeline/main/INFO] Setting up mixins for META_MIXIN
[2024-06-21 17:46:52.021] [info]  [17:46:52] [IchorPipeline/main/INFO] Setting up mixins for MIXIN
[2024-06-21 17:46:52.022] [info]  [17:46:52] [Ichor/main
[2024-06-21 17:46:52.022] [info]  /INFO] Mixin config mixins.modern.json doesn't exist in IchorClassLoader(MIXIN)
[2024-06-21 17:46:52.023] [info]  [17:46:52] [Ichor/main/INFO] Mixin config mixins.modern_lunar.json doesn't exist in IchorClassLoader(MIXIN)
[2024-06-21 17:46:52.327] [info]  [17:46:52] [IchorPipeline/main/INFO] Done registering Mixins in 435ms
[2024-06-21 17:46:52.327] [info]  [
[2024-06-21 17:46:52.328] [info]  17:46:52] [IchorPipeline/main/INFO] Going to default mixins stage for META_MIXIN
[2024-06-21 17:46:53.147] [info]  [17:46:53] [IchorPipeline/main/INFO] Going to default mixins stage for MIXIN
[2024-06-21 17:46:53.163] [info]  [17:46:53] [Ichor/MixinExtras|Service(META_MIXIN)/INFO] Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[2024-06-21 17:46:54.701] [info]  [17:46:54] [main/INFO]: Loaded configuration file for Lithium: 115 options available, 1 override(s) found
[2024-06-21 17:46:54.721] [info]  [17:46:54] [main/INFO]: Loaded configuration file for Sodium: 42 options available, 3 override(s) found
[2024-06-21 17:47:00.071] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).
[2024-06-21 17:47:00.072] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/render/ChunkVisibility (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/render/ChunkVisibility (checked [net.optifine.render.ChunkVisibility]).)
[2024-06-21 17:47:00.072] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).
[2024-06-21 17:47:00.072] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Error loading class: shadersmod/client/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for shadersmod/client/ShadersRender (checked [shadersmod.client.ShadersRender]).)
[2024-06-21 17:47:00.073] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Catching java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).
[2024-06-21 17:47:00.073] [info]  [17:47:00] [Ichor/mixin(MIXIN)/WARN] Error loading class: net/optifine/shaders/ShadersRender (java.lang.ClassNotFoundException: IchorClassLoader(MIXIN) couldn't find class bytes for net/optifine/shaders/ShadersRender (checked [net.optifine.shaders.ShadersRender]).)
[2024-06-21 17:47:01.970] [info]  [17:47:01] [main/WARN]: Force-disabling mixin 'alloc.blockstate.StateMixin' as rule 'mixin.alloc.blockstate' (added by mods [ferritecore]) disables it and children
[2024-06-21 17:47:02.320] [error] An error occurred while launching Lunar Client.
[2024-06-21 17:47:02.320] [error] java.lang.IllegalStateException: Failed to boot Minecraft
[2024-06-21 17:47:02.321] [error] 	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source)
[2024-06-21 17:47:02.321] [error] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source)
[2024-06-21 17:47:02.321] [error] 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
[2024-06-21 17:47:02.321] [error] 	at com.moonsworth.lunar.genesis.IOCOHCCRCOHRICRRHOOICHIHO.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.321] [error] 	at com.moonsworth.lunar.genesis.Genesis.run(Unknown Source)
[2024-06-21 17:47:02.322] [error] 	at com.moonsworth.lunar.genesis.Genesis.main(Unknown Source)
[2024-06-21 17:47:02.322] [error] Caused by: java.lang.ClassNotFoundException: Failed to find class net.minecraft.client.main.Main
[2024-06-21 17:47:02.322] [error] 	at com.moonsworth.lunar.genesis.CRCIRCHCIOCCIHRCHCHOHICRI.loadClass(Unknown Source)
[2024-06-21 17:47:02.322] [error] 	at java.base/java.lang.ClassLoader.loadClass(Unknown Source)
[2024-06-21 17:47:02.323] [error] 	at java.base/java.lang.Class.forName0(Native Method)
[2024-06-21 17:47:02.323] [error] 	at java.base/java.lang.Class.forName(Unknown Source)
[2024-06-21 17:47:02.323] [error] 	at java.base/java.lang.Class.forName(Unknown Source)
[2024-06-21 17:47:02.323] [error] 	at com.moonsworth.lunar.genesis.ClientGameBootstrap.apply(Unknown Source)
[2024-06-21 17:47:02.323] [error] 	... 5 more
[2024-06-21 17:47:02.324] [error] Caused by: java.lang.reflect.InvocationTargetException
[2024-06-21 17:47:02.324] [error] 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(Unknown Source)
[2024-06-21 17:47:02.324] [error] 	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
[2024-06-21 17:47:02.324] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinProxyImpl.gotoDefaultPhase(Unknown Source)
[2024-06-21 17:47:02.324] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RCOIIRRHOORIOROOROICRHHOR(Unknown Source)
[2024-06-21 17:47:02.325] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.325] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.325] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.325] [error] 	at com.moonsworth.lunar.ichor.IRCIHCHCCHHOCORRHRCCORROC.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.325] [error] 	at com.moonsworth.lunar.genesis.CRCIRCHCIOCCIHRCHCHOHICRI.findClass(Unknown Source)
[2024-06-21 17:47:02.326] [error] 	at com.moonsworth.lunar.genesis.CRCIRCHCIOCCIHRCHCHOHICRI.loadClass(Unknown Source)
[2024-06-21 17:47:02.326] [error] 	... 10 more
[2024-06-21 17:47:02.326] [error] Caused by: com.moonsworth.lunar.ichor.util.FatalIchorError: [IchorClassLoader(EXTERNAL_REMAP)] Failed to remap yalter/mousetweaks/fabric/mixin/MixinMouseHandler
[2024-06-21 17:47:02.326] [error] 	at com.moonsworth.lunar.ichor.RHOCIORRHROCOHOOCRHHRRHCI.RHOCIORRHROCOHOOCRHHRRHCI.COCICHIRHCIIORIIHRCOOROHH.HHRIIHHROCICOCHRCICRIOHRH(Unknown Source)
[2024-06-21 17:47:02.326] [error] 	at com.moonsworth.lunar.ichor.CRCIRCHCIOCCIHRCHCHOHICRI.IOCOHCCRCOHRICRRHOOICHIHO(Unknown Source)
[2024-06-21 17:47:02.327] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.327] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.327] [error] 	at com.moonsworth.lunar.ichor.IOCOHCCRCOHRICRRHOOICHIHO.CHICRROIHCCHIOHOIIIOCCCOR(Unknown Source)
[2024-06-21 17:47:02.327] [error] 	at IchorClassLoader(MIXIN)//com.moonsworth.lunar.ichor.COCICHIRHCIIORIIHRCOOROHH.IOCOHCCRCOHRICRRHOOICHIHO.IOCOHCCRCOHRICRRHOOICHIHO.getClassNode(Unknown Source)
[2024-06-21 17:47:02.327] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinInfo.loadMixinClass(Unknown Source)
[2024-06-21 17:47:02.328] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinInfo.<init>(Unknown Source)
[2024-06-21 17:47:02.328] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinConfig.prepareMixins(Unknown Source)
[2024-06-21 17:47:02.328] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinConfig.prepare(Unknown Source)
[2024-06-21 17:47:02.328] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinProcessor.prepareConfigs(Unknown Source)
[2024-06-21 17:47:02.328] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinProcessor.select(Unknown Source)
[2024-06-21 17:47:02.329] [error] 	at IchorClassLoader(MIXIN)//org.spongepowered.asm.mixin.transformer.MixinProcessor.checkSelect(Unknown Source)
[2024-06-21 17:47:02.329] [error] 	... 20 more
[2024-06-21 17:47:02.329] [error] Caused by: java.lang.StringIndexOutOfBoundsException: Range [1, -1) out of bounds for length 39
[2024-06-21 17:47:02.329] [error] 	at java.base/jdk.internal.util.Preconditions$1.apply(Unknown Source)
[2024-06-21 17:47:02.329] [error] 	at java.base/jdk.internal.util.Preconditions$1.apply(Unknown Source)
[2024-06-21 17:47:02.330] [error] 	at java.base/jdk.internal.util.Preconditions$4.apply(Unknown Source)
[2024-06-21 17:47:02.330] [error] 	at java.base/jdk.internal.util.Preconditions$4.apply(Unknown Source)
[2024-06-21 17:47:02.330] [error] 	at java.base/jdk.internal.util.Preconditions.outOfBounds(Unknown Source)
[2024-06-21 17:47:02.330] [error] 	at java.base/jdk.internal.util.Preconditions.outOfBoundsCheckFromToIndex(Unknown Source)
[2024-06-21 17:47:02.330] [error] 	at java.base/jdk.internal.util.Preconditions.checkFromToIndex(Unknown Source)
[2024-06-21 17:47:02.331] [error] 	at java.base/java.lang.String.checkBoundsBeginEnd(Unknown Source)
[2024-06-21 17:47:02.331] [error] 	at java.base/java.lang.String.substring(Unknown Source)
[2024-06-21 17:47:02.331] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.IOCOHCCRCOHRICRRHOOICHIHO(Unknown Source)
[2024-06-21 17:47:02.331] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.331] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.OHRIHCRHRHOIRHIRHICICRIHC(Unknown Source)
[2024-06-21 17:47:02.332] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.RHCOCCHOOROIHIRCHRCOCORCC(Unknown Source)
[2024-06-21 17:47:02.332] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.HHRIIHHROCICOCHRCICRIOHRH(Unknown Source)
[2024-06-21 17:47:02.332] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.HHCORORIIIHHCORRICCCOOOHH(Unknown Source)
[2024-06-21 17:47:02.332] [error] 	at com.moonsworth.lunar.ichor.IHCRIIIICOROROOCCIHHHHCRI.CCOCCHORCHCOCCROCHOIOICOI.RHOCIORRHROCOHOOCRHHRRHCI(Unknown Source)
[2024-06-21 17:47:02.332] [error] 	at com.moonsworth.lunar.ichor.RHOCIORRHROCOHOOCRHHRRHCI.RHOCIORRHROCOHOOCRHHRRHCI.COCICHIRHCIIORIIHRCOOROHH.HHRIIHHROCICOCHRCICRIOHRH(Unknown Source)
[2024-06-21 17:47:02.333] [error] 	... 32 more
[2024-06-21 17:47:02.333] [error] Sending Sentry with this report...
[2024-06-21 17:47:02.333] [error] Sending event to Sentry: 8dedb2a0c0aa4f32ba5a8ab7d7f7af96 (java.lang.IllegalStateException: Failed to boot Minecraft)
